 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.37 | Tmax = 0.118588
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.30 | Tmax = 0.152227
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.994168
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 2.210101
 HL = 15.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.56 | Tmax = 0.517081
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 1.920664
 HL = 15.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 3.695835
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 1.239576
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 2.180753
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.38 | Tmax = 1.021608
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.943713
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 0.244298
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 1.183284
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.830006
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.238376
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 0.074389
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 0.110194
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 1.776303
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.042009
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.895280
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 1.042260
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.041147
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 0.048179
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.081699
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.733855
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.329992
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.395183
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.057994
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.808731
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.784964
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.042833
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.042045
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.041615
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.078588
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.755138
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.515264
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.710190
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.102196
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 2.501026
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.511690
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.180064
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.35 | Tmax = 1.269079
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.070676
 HL = 0.500 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.13 | Tmax = 0.175929
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.199263
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.535263
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.27 | Tmax = 0.180031
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.19 | Tmax = 0.178890
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.23 | Tmax = 0.106849
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.155918
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.005 | alpha = 1.28 | Tmax = 0.111058
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.120988
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 0.125709
 HL = 18.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 3.726619
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.49 | Tmax = 1.203828
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.005 | alpha = 1.35 | Tmax = 0.107846
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.010 | alpha = 1.31 | Tmax = 0.080522
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = 0.311875
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.24 | Tmax = 0.404180
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.42 | Tmax = 0.370839
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.132008
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.020 | alpha = 1.02 | Tmax = 0.124975
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.08 | Tmax = 0.274416
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.167233
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.23 | Tmax = 0.149328
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 1.790180
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.22 | Tmax = 0.121978
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.03 | Tmax = 0.208891
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.42 | Tmax = 0.208644
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.21 | Tmax = 0.153983
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.152267
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.23 | Tmax = 0.344267
 HL = 5.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 1.280472
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.07 | Tmax = 0.289374
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.133737
 HL = 18.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 2.692875
 HL = 20.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = 4.162637
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.30 | Tmax = 0.117685
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.262695
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.003 | alpha = 1.10 | Tmax = 0.124044
 HL = 1.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.279191
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = 1.579860
 HL = 0.200 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.309857
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = 0.202576
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.170315
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.002 | alpha = 1.32 | Tmax = 0.083446
 HL = 0.200 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.11 | Tmax = 0.255209
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.129658
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.003 | alpha = 1.19 | Tmax = 0.120945
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 0.301519
 HL = 0.200 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = 0.312212
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.318359
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.238702
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.002 | alpha = 1.15 | Tmax = 0.081226
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.427263
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 0.633733
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.19 | Tmax = 0.117568
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.33 | Tmax = 0.118767
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.00 | Tmax = 0.125782
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.32 | Tmax = 0.436658
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.164074
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.103670
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.129611
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.43 | Tmax = 0.122397
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.40 | Tmax = 1.120844
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.30 | Tmax = 0.122288
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 1.484950
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.34 | Tmax = 0.124673
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.17 | Tmax = 0.129760
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = 0.142152
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.050 | alpha = 1.26 | Tmax = 0.081791
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.20 | Tmax = 0.126988
 HL = 18.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 2.802103
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.08 | Tmax = 0.172423
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.27 | Tmax = 0.375372
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.53 | Tmax = 2.520021
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.293524
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.38 | Tmax = 0.148722
 HL = 18.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 4.397990
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.18 | Tmax = 0.164172
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.447869
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 0.082287
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.002 | alpha = 1.16 | Tmax = 0.080630
 HL = 0.200 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.06 | Tmax = 0.153875
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 0.140932
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = 0.126546
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.09 | Tmax = 0.180887
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.141666
 HL = 0.500 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.120537
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.17 | Tmax = 0.457829
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.120965
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.205718
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.266958
 HL = 28.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 6.151202
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.36 | Tmax = 0.219397
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.002 | alpha = 1.01 | Tmax = 0.182585
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.488045
 HL = 0.200 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.06 | Tmax = 0.150732
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.42 | Tmax = 1.048465
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 1.188593
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.16 | Tmax = 0.079539
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.116295
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.33 | Tmax = 1.269075
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.240032
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 0.235040
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.267799
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.37 | Tmax = 0.161293
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.495344
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.155190
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.229030
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 0.019732
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.186074
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.692887
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.016512
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.56 | Tmax = 0.050835
 HL = 10.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 1.788988
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.182411
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.043555
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.019063
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 0.551614
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 0.941497
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 2.044479
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.697008
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.153112
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 0.399076
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.365488
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.137175
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 0.023127
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 1.070696
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 0.294502
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.091358
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.120510
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 0.031770
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.138538
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 0.120840
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.128351
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 1.224820
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.128656
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.30 | Tmax = 0.175249
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.221524
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.070 | alpha = 1.24 | Tmax = 0.082559
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.35 | Tmax = 0.164275
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.05 | Tmax = 0.202630
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.143232
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.030 | alpha = 1.04 | Tmax = 0.105688
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.30 | Tmax = 0.134019
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.08 | Tmax = 0.280668
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.278859
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.39 | Tmax = 0.084476
 HL = 0.500 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.129088
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 1.919300
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.31 | Tmax = 0.185934
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.28 | Tmax = 0.376811
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.122566
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.252684
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.426323
 HL = 0.200 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.148951
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.47 | Tmax = 0.086237
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.01 | Tmax = 0.130015
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.06 | Tmax = 0.128637
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.16 | Tmax = 0.180513
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 0.134515
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.138781
 HL = 7.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 1.607137
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.31 | Tmax = 0.117484
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.32 | Tmax = 0.121721
 HL = 2.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.521597
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.182161
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.007 | alpha = 1.00 | Tmax = 0.187271
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.542332
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.49 | Tmax = 0.374238
 HL = 0.200 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.296298
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.08 | Tmax = 0.129168
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = 0.124930
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.29 | Tmax = 0.187126
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.177597
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 0.131055
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.49 | Tmax = 0.116905
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.390996
 HL = 20.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 3.899122
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.135666
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.005 | alpha = 1.00 | Tmax = 0.088322
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.03 | Tmax = 0.166286
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.131149
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.001 | alpha = 1.08 | Tmax = 0.124662
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.173898
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.155518
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.126263
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.261721
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.00 | Tmax = 0.547921
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 0.303441
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.46 | Tmax = 1.190008
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.320847
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.077953
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 1.382712
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.22 | Tmax = 0.349812
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.144625
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = 0.072616
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 1.111464
 HL = 20.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 4.698557
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.192887
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.371974
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.06 | Tmax = 0.179218
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.005 | alpha = 1.08 | Tmax = 0.247634
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.146245
